No.;Time;Comment;Scramble;Date;P.1
1;2.38;;L' D' U2 B2 U2 F' L2 D2 L2 B F' L D' F' U' R D2 B U';2022-10-26 18:30:11;2.38
2;1.93;;U2 R' U' L2 F U2 R2 B U2 L D2 R F2 U2 L B2 L U2 D2;2022-10-26 18:30:14;1.93
3;2.22;;U2 F2 D2 F D2 R2 D2 U2 F D2 R2 F2 D' R F R2 D U' R2 D2 B;2022-10-26 18:30:17;2.22
4;1.93;;D2 L F2 U2 F2 U2 L' R2 B2 L F2 D R2 U R2 B D' F' L' R';2022-10-26 18:30:20;1.93
5;2.93;;U F' L2 B2 D2 L2 F' L2 F' D2 F L' U R' D2 B R2 F' U';2022-10-26 18:30:25;2.93
6;2.67;;F' U L' F' B L B' R' U B2 R U2 R2 L F2 B2 R F2 D2 R';2022-10-26 18:30:29;2.67
7;2.06;;D L' F D L' D' R' U D' L2 D2 F B' D2 R2 B' R2 U2 F2 U2;2022-10-26 18:30:34;2.06
8;2.41;;F2 D L2 D2 B2 U' R2 F2 L2 B2 U' B2 L' B' R U R' D' B2 L' U';2022-10-26 18:30:37;2.41
9;2.64;;F2 L U' L' U D' F' R U2 L' D2 B2 D2 L2 B2 L B2 U2 R2 D F;2022-10-26 18:30:41;2.64
10;2.93;;B' D L2 R2 F2 D' U2 B2 L2 U2 L2 F D2 L' D2 U' F U L';2022-10-26 18:30:49;2.93
11;1.96;;U2 L2 U2 L2 B R2 B U2 F2 D2 F2 U' R2 D B D R2 U2 R' D;2022-10-29 17:13:15;1.96
12;1.80;;L F2 L2 D2 B2 U' B2 D' R2 D2 R2 B' L2 U R2 D U' R' U;2022-10-29 17:13:18;1.80
13;2.02;;D R' F' U' D' F2 B2 R F L2 F2 U B2 U F2 D2 L2 B2 R2 U';2022-10-29 17:13:21;2.02
14;2.69;;D' R2 B2 D' F2 L2 D' B2 R2 D B2 U' B' D R' B' D2 B U L;2022-10-29 17:13:23;2.69
15;3.11;;D L' R2 B2 D2 R' D2 L D2 B2 F2 R' F' U' R2 B2 U2 F' L2 U';2022-10-29 17:13:27;3.11
16;2.76;;R2 B' F2 R2 B2 D' R2 U2 B2 D2 B2 L2 B2 L' U' L U2 L2 F L' R;2022-10-29 17:13:31;2.76
17;2.11;;U D2 R2 F' L2 U2 L2 B2 U2 F R2 B' R2 D' B2 R' D' U2 F2 U2 F2;2022-10-29 17:13:35;2.11
18;3.75;;L F R L' F2 D R B U F2 R2 U' B2 D' R2 B2 U R2 L2 U2 L;2022-10-29 17:13:45;3.75
19;3.36;;R B2 R' D2 U2 L D2 R' U2 L B2 L' U' L2 R2 B2 F' L' D2 U' L;2022-10-29 17:14:03;3.36
20;2.16;;L2 B2 D2 F2 R2 F2 U2 L2 D B2 F2 U' F' U' L B2 F D R2 B' D;2022-10-29 17:14:14;2.16
21;3.31;;B2 D' R2 U F2 L2 U L2 U' B' U' R' F2 L' B' L D2 F U2;2022-10-29 17:14:26;3.31
22;2.31;;B2 U2 F D F U' L' U' D R2 D' L2 F2 U R2 L2 D B2 R' D2;2022-10-29 17:14:30;2.31
23;2.69;;B2 D B2 U F2 D' B2 D2 L2 U' F2 U2 L' F' R' B F' L' B' U R2;2022-10-29 17:14:33;2.69
24;2.70;;U L' D' L2 F' U2 D R D' F L2 B' U2 R2 U2 R2 F R2 D2 R2;2022-10-29 17:14:37;2.70
25;2.56;;R2 B' F2 L' D2 B2 L' D2 L2 F2 R U2 R' D L F L' F2 U' L2;2022-10-29 17:14:41;2.56
26;3.11;;F2 D F R2 L' U' L' F B U2 R2 F2 R2 D2 F L2 U2 B' R F;2022-10-29 17:14:45;3.11
27;2.05;;L2 B2 F2 D' B2 D' F2 D' F2 R U' L' U2 B' D L2 F D2 L' D;2022-10-29 17:14:52;2.05
28;1.86;;R2 U' B' L2 B' U2 B' F2 D2 L2 D2 L2 F U' L R' D2 U2 F' D' B';2022-10-29 17:14:55;1.86
29;1.99;;U B2 L2 R2 D L2 U2 F2 L2 D R2 L U B2 R' U2 F' D U' F' D2;2022-10-29 17:14:58;1.99
30;1.99;;D R2 F2 U2 F' D2 L2 F D2 R2 D2 F D L' D2 B' D2 R2 F;2022-10-29 17:15:01;1.99
31;1.99;;D' L2 R2 D L2 U2 B2 R2 D F2 U R' F R' D2 F' L U' B2 L2 R2;2022-10-29 17:15:04;1.99
32;2.60;;B U' F U2 B' L2 D2 L2 B R2 F' R2 B2 L' B' L U2 B' F2 R2;2022-10-29 17:15:08;2.60
33;2.53;;U R2 U R2 B2 L2 B2 U2 L2 D' B2 F' L' R' D' B' U2 F L2 D';2022-10-29 17:15:11;2.53
34;1.86;;B L' F R2 F2 D' L U D2 R F2 L U2 R D2 L' U2 L' U2 L' F';2022-10-29 17:15:15;1.86
35;2.18;;F2 U' R2 U' L2 D' B2 L2 D R2 F2 U' L F R U B' L' U B2 U2;2022-10-29 17:15:17;2.18
36;1.92;;D' B U2 B' U' R' B2 U' B' D L2 F2 D2 F2 D' R2 D' B2 R2;2022-10-29 17:15:21;1.92
37;2.37;;L2 U B2 L2 D2 L2 D U' R2 B2 L' U' R2 B L F D' L B2 U2;2022-10-29 17:15:23;2.37
38;2.32;;R F D2 R2 B' D2 B2 D2 L2 B D2 R F U F2 U L D F;2022-10-29 17:15:27;2.32
39;2.08;;B2 D' L' U R' B' R F D L2 F2 R F2 R' D2 B2 R' F2 L' D2;2022-10-29 17:15:30;2.08
40;2.15;;R2 B R2 F L2 R2 B R2 B2 D2 F2 L' R' B L U L B L2 D;2022-10-29 17:15:33;2.15
41;2.40;;F2 D2 L2 F L2 B2 U2 F L2 B2 U2 F2 D L' B2 F U R F R';2022-10-30 15:31:04;2.40
42;2.24;;D F2 D' L2 U F2 U2 B2 R2 U B2 L D2 U2 F D R B F' U;2022-10-30 15:31:54;2.24
43;2.46;;R2 U R2 U L2 D' B2 D B2 D' B' D2 L' D R2 F U2 B U' B2;2022-10-30 15:31:58;2.46
44;2.17;;R2 D L2 R2 D L2 B2 R2 L' U L2 B' D2 L2 D' B2 R B';2022-10-30 15:32:01;2.17
45;2.08;;D' F' L R2 B2 D U2 B2 L2 U R2 D L2 U2 F D2 B R B L B';2022-10-30 15:32:04;2.08
46;2.28;;D L B' U' R D L F' D2 R2 U2 B2 L2 F U2 B2 R2 D F;2022-10-30 15:32:07;2.28
47;1.72;;L F' D2 R2 D F2 D' B2 F2 U' R2 B2 R2 F' D U2 F2 L U' L';2022-10-30 15:32:14;1.72
48;1.82;;B2 L' D2 R L' U' B' D U2 L2 D2 F2 U2 L B2 R F2 L B';2022-10-30 15:32:21;1.82
49;2.78;;R2 F2 R U2 L2 D2 B2 U2 F2 L B L R2 F' R2 D B' R' D;2022-10-30 15:32:24;2.78
50;1.98;;U L' D2 R2 L2 B D' F U2 F D2 F' U2 B R2 U2 B R2 U R';2022-10-30 15:32:41;1.98
51;2.56;;B2 R U2 F2 D B2 U' B2 D2 L2 U2 L2 U' F L' R U2 B D' R2 F2;2022-10-31 17:07:34;2.56
52;1.92;;D2 L2 F2 D2 B' R2 D2 F R2 D2 F U2 R' F U' L2 B2 F2 U2 R;2022-10-31 17:07:37;1.92
53;2.08;;L' D' F2 U2 L2 U2 R2 D' F2 D' B2 U' B U' R D' R2 F R F2 U;2022-10-31 17:07:40;2.08
54;2.95;;B2 F2 L2 B2 U' R2 U' B2 D' U' L2 F2 B' L U' R F D2 U B' R2;2022-10-31 17:07:45;2.95
55;1.99;;B U2 L2 B2 R' F2 L F2 D2 U2 R' D2 B2 D B' R2 D U R' U L;2022-10-31 17:07:49;1.99
56;1.80;;L' D' R' F2 L' U2 R2 U2 B2 F2 L B2 R2 D2 U' F' D2 B R' U2 F2;2022-10-31 17:07:51;1.80
57;2.02;;F' U2 L2 D2 U2 B' R2 D2 F' U2 F2 U2 D F D L' B2 R D' R' U;2022-10-31 17:07:54;2.02
58;2.05;;B' R' F2 U2 B2 R2 U' L2 U R2 U' R2 F2 U' B D' F' U' L' F';2022-10-31 17:07:57;2.05
59;2.28;;U2 R2 D2 R' U2 R' B2 U2 B2 D2 L2 B2 F' R' D' L D' R B F U';2022-10-31 17:08:00;2.28
60;2.15;;B2 D L2 D2 R2 U' L2 B2 D' R2 D R B' R' D R' B R2 D' F2 R';2022-10-31 17:08:03;2.15
61;2.05;;D' R2 F L' D2 B2 D B R D' R2 U' L2 F2 D L2 U2 B2;2022-10-31 17:08:10;2.05
62;1.96;;F U2 R2 D2 L2 F2 U2 R2 U' B2 U2 L2 R B' D' L U' B D2 R';2022-10-31 17:08:13;1.96
63;1.86;;U R2 U' L2 B2 R2 D2 L2 U' R2 U' R F2 U2 B2 D B' U R D2;2022-10-31 17:08:16;1.86
64;2.02;;R' F B2 D' F2 U' B2 L2 B2 U R2 U' R2 B' D2 L' U' R2 D L' B;2022-10-31 17:08:19;2.02
65;3.18;;U R2 D' R2 B2 D2 F2 U' F2 B' L R B D2 F2 U R D' B2;2022-10-31 17:08:21;3.18
66;1.76;;R2 B' R2 F2 R B2 F2 D2 L R2 D2 L B2 U' R B U F2 L' D2;2022-10-31 17:08:27;1.76
67;3.05;;L' U F2 D' F' R D2 B' U2 D L2 B2 D' L2 U F2 L2 D R2 D R';2022-10-31 17:08:30;3.05
68;1.83;;B' L2 B' D2 R2 U2 L2 B U2 F' D2 F' U L' B F' R2 B R B2;2022-10-31 17:08:34;1.83
69;1.83;;D2 B2 L' B2 L2 R' D2 B2 L2 F2 U2 B R U L' F2 D B2 U2 B;2022-10-31 17:08:37;1.83
70;1.80;;B R' U L2 B2 D' L2 D' U2 L2 U' F2 R2 F2 B' U' R' D' L R B';2022-10-31 17:08:39;1.80
71;2.91;;L' D' F2 R2 D B2 F2 R2 U L2 F' D R D U B L' U2 F';2022-11-01 17:43:59;2.91
72;2.04;;L' D L2 B' L' F' B' D' L' F2 L' F2 U2 R' D2 R' U2 F2 D2 L2;2022-11-01 17:44:03;2.04
73;1.88;;R' F2 L2 U F R B' R2 F2 R2 B2 R2 U R2 F2 D' R2 D F' L;2022-11-01 17:44:06;1.88
74;2.08;;B' D2 R2 B' D2 U2 F U2 B R2 F U' L2 B' D' F2 R F' D2 R' D';2022-11-01 17:44:19;2.08
75;2.08;;F U2 B U2 B' D2 R2 B' D2 U2 R2 B' R B F2 L2 D B2 U F' D';2022-11-01 17:44:22;2.08
76;2.14;;B' L U B' L F' U R2 U L2 F2 R2 B' R2 D2 F U2 B2 L2;2022-11-01 17:44:27;2.14
77;1.99;;U' B' U2 L' B' U R2 L B R2 F2 U L2 D2 B2 L2 D L2 U';2022-11-01 17:44:30;1.99
78;2.82;;F' L F2 U' R' F R2 F D2 B2 D L2 B2 U F2 L2 B2 L2 D' B2 F';2022-11-01 17:44:33;2.82
79;2.11;;F2 L2 F2 L2 D2 U2 F2 D R2 U' R' F' U B' U' B' D' F U2;2022-11-01 17:44:59;2.11
80;1.86;;B' R2 D' F2 R' B2 R F U2 R B2 D2 R2 U2 D2 L D2 R2 F2 L B';2022-11-01 17:45:06;1.86
81;1.92;;D' F2 L2 D L2 F2 L2 U2 F2 U2 B' L B' R D' F L' D' L D2;2022-11-02 19:50:50;1.92
82;2.05;;B2 U L2 F2 D F2 U F2 R2 U2 L2 U2 B' L' R2 U R' D' R' B2 F2;2022-11-02 19:50:53;2.05
83;1.76;;F2 D L2 F2 D' B2 R2 D' U' B2 U F2 L D F R D' F2 R' F R;2022-11-02 19:50:56;1.76
84;1.67;;F U R' U F2 U R F2 U B2 U2 R2 F2 B2 D' B2 U2 F2 B D';2022-11-02 19:51:00;1.67
85;1.73;;B2 L2 R F2 L' U2 F2 U2 L2 B2 R' D' B2 L' D2 L2 F' L D' L';2022-11-02 19:51:02;1.73
86;1.96;;B2 D F L' F2 U' D' F' R U2 L' D2 F2 R2 L2 U2 L' F2 U;2022-11-02 19:51:05;1.96
87;2.38;;U2 L D2 F2 D R2 F2 U R2 D F2 R2 F2 L D2 B' U' B2 F D2;2022-11-02 19:51:10;2.38
88;3.05;;D2 B2 L2 D2 R2 F L2 D2 U2 F D2 R B2 L U F' L2 D2 U';2022-11-02 19:51:14;3.05
89;2.32;;B' D R2 B2 L2 B2 U2 F2 D L2 R2 B2 U' F' L' F' U2 F' D R;2022-11-02 19:51:18;2.32
90;1.73;;D R' U' B2 U' F2 L2 D' B2 L2 D2 L2 U' B' U F' R' D R2 D F2;2022-11-02 19:51:28;1.73
91;2.38;;B2 D' R' U F2 R B' U2 L' B2 R2 U2 F2 B R2 B U2 B' R2 F' D2;2022-11-02 19:51:35;2.38
92;1.92;;F2 D F2 D R2 D2 L2 U L2 D' R2 U2 B F' R' B L2 F R2;2022-11-02 19:51:39;1.92
93;1.86;;B2 R2 B2 L2 U' R2 D2 L2 F2 L2 F2 R' D L R B D B' D2 F U2;2022-11-02 19:51:42;1.86
94;2.12;;B2 U2 L' D2 L F2 L D2 L' U2 R2 F2 D L B F D B' U R2 U2;2022-11-02 19:51:47;2.12
95;2.05;;D R' B2 D2 B R' F U2 R2 B2 L2 B2 D2 F2 D L2 D2 R2 D L F2;2022-11-02 19:51:50;2.05
96;2.40;;R2 F2 L2 B2 D' U2 B2 U R2 D' B2 R2 L' B D2 U L2 B' L D2 B;2022-11-02 19:51:55;2.40
97;1.73;;B2 L' F2 U2 L2 U F2 U B2 L2 D' B2 D2 B U' F' R2 B2 U' L;2022-11-02 19:51:59;1.73
98;1.70;;U' L D2 L F2 U2 R D2 F2 R2 F2 R U2 D' B2 U B L' F' D U;2022-11-02 19:52:02;1.70
99;4.56;;R2 F' B' L B2 R' F2 U F B2 D' R2 L2 B2 D R2 U' F2 L2 U' R2;2022-11-02 19:52:05;4.56
100;2.88;;F L F B U' R U' L F2 L2 D' F2 D' L2 B2 U2 B2 D B';2022-11-02 19:52:11;2.88
101;1.67;;L' D' L2 F' R D2 B' R L' D2 L2 F2 U2 R2 F' R2 B L2 D2;2022-11-03 23:33:07;1.67
102;1.80;;R U' F2 L2 D' L2 U F2 L2 D2 B2 D' B F2 U L2 B2 U';2022-11-03 23:33:11;1.80
103;2.24;;F2 D F2 U B2 D' L2 U' L2 D' B2 F U' R' U2 R2 F' D' B' L' U2;2022-11-03 23:33:14;2.24
104;2.21;;U2 F D2 B2 R2 U2 R2 D' L2 D L2 D' B2 L B F U R F U2;2022-11-03 23:33:30;2.21
105;2.21;;B R' F U' B2 R2 D2 B2 U B2 U' F2 U2 L' U R D2 L U' B';2022-11-03 23:33:37;2.21
106;2.18;;R' D2 B2 L2 U' L2 F2 U2 B2 U' L2 F D2 R U B2 D' B2 R D';2022-11-03 23:33:40;2.18
107;1.92;;D B' R' F2 D' B2 L' U F U2 L2 B' L2 U2 F U2 F' R2 B D;2022-11-03 23:33:43;1.92
108;1.86;;F L2 D B2 D' F' R2 D' F L2 U2 F2 D2 L D2 L B2 R L U2;2022-11-03 23:33:46;1.86
109;1.77;;F2 U L2 R' B2 U2 L2 B2 U2 F2 D2 R' B2 R2 U' B' R2 U' L2 R' D2;2022-11-03 23:33:49;1.77
110;2.34;;F2 R2 L' U D R D L2 D2 B U2 R2 L2 F' U2 F' L2 F L' F';2022-11-03 23:33:53;2.34
111;1.82;;L F D' R L' D2 B' L' U' R2 D2 L2 D2 B' R2 F D2 F2 D2 L2 U2;2022-11-03 23:33:56;1.82
112;1.73;;L' B2 D2 U2 F' D2 U2 B' D2 B R2 B U' B2 R2 U' L2 R D;2022-11-03 23:33:59;1.73
113;1.80;;F2 D2 R2 B' L2 B2 R2 F' D2 F L2 D' B' F2 D2 L' R U' B2 F2;2022-11-03 23:34:02;1.80
114;1.86;;F U2 F2 D2 R' D2 L2 B2 L2 B2 R2 F D' L D2 F L D' B' L;2022-11-03 23:34:07;1.86
115;2.12;;U' F2 D L2 R2 F2 R2 U R2 D2 R2 U2 F' D R' F D B2 D' F' L;2022-11-03 23:34:10;2.12
116;2.08;;B2 R2 F2 U2 F2 U' L2 D' L2 U2 F R' D L' R' F' D2 B R2 B2;2022-11-03 23:34:40;2.08
117;1.83;;B R2 F2 L2 U' L2 U2 B2 U' R2 D R B2 U' F2 U L' B';2022-11-03 23:34:43;1.83
118;1.89;;R B R' L' D F U B R2 D2 L B2 D2 F2 D2 R B2 L2 D2;2022-11-03 23:34:46;1.89
119;2.48;;B2 D L2 R2 U B2 F2 R2 D B2 U' F' D' U F R F' R' B R2;2022-11-03 23:34:49;2.48
120;2.44;;F' R B R2 B2 D L2 F2 U' B2 F2 R2 U2 B D2 R D2 F' D B2;2022-11-03 23:34:58;2.44
121;2.01;;U' F' L2 U' R2 U B2 R2 D R2 U2 B2 R2 D2 F R B R U' R' B';2022-11-04 14:42:55;2.01
122;1.89;;L F U F2 D2 L F U' R U R2 U L2 U F2 R2 L2 U2 L2 U;2022-11-04 14:42:58;1.89
123;2.18;;U B' U' B2 F2 D R2 D L2 U L2 F2 U2 L2 R' D2 B R' D L2 F';2022-11-04 14:43:01;2.18
124;2.12;;R' U2 R' U L2 D B' L' U D2 R' F2 L' F2 L F2 U2 F2 D2;2022-11-04 14:43:04;2.12
125;2.24;;B' L2 U D' R D L F D R2 U' L2 D L2 F2 L2 B2 D L2;2022-11-04 14:43:08;2.24
126;1.95;;U F D2 B2 R' B R L2 D R2 D L2 D2 B2 D' L2 R' F2;2022-11-04 14:43:17;1.95
127;2.04;;L2 F2 L' B2 L D2 R B2 F2 D2 R' U' B' L B2 L' R' B' D R2;2022-11-04 14:43:32;2.04
128;3.50;;L F2 R' B2 L' U2 R' F2 L B2 R U' L2 F D' U2 F' L B2 F;2022-11-04 14:43:35;3.50
129;1.92;;L B L2 R U2 R' F2 R F2 R B2 L2 F2 D U' F' R' F2 U' R;2022-11-04 14:43:48;1.92
130;1.79;;L2 D R2 L' F' U2 B L F L2 D' R2 U' F2 B2 U' F2 D F2 B';2022-11-04 14:43:52;1.79
131;1.83;;D B2 D2 U B2 L2 B2 F2 U' R2 F' R2 D R' D U L D2 U' L2;2022-11-04 14:43:55;1.83
132;2.50;;B2 D F2 U' F2 D F2 L2 R2 F2 U2 F R2 U B' L' F D B2 U' L';2022-11-04 14:43:58;2.50
133;1.96;;L U' R2 B2 U F2 U' L2 D' B2 F2 L2 F' R' F' D2 B' L B' L2;2022-11-04 14:44:06;1.96
134;1.89;;R' U' R2 B2 R' F2 U2 L' B2 R' D2 U2 R2 U' R2 B' L' F' R' D F;2022-11-04 14:44:10;1.89
135;1.80;;R2 D' B2 R2 D2 L2 B' R2 B' R2 D2 B' L2 U R2 B' F U' R' F2;2022-11-04 14:44:18;1.80
136;1.95;;R2 F2 R2 U B2 D R2 F2 R2 B2 D2 L2 B' L2 F2 R' D' L' R' U' F2;2022-11-04 14:44:21;1.95
137;2.11;;U' R2 D L2 F2 D' F2 R2 U2 R2 U' F2 B D L' F' R U2 F U' R;2022-11-04 14:44:24;2.11
138;2.17;;F2 U2 R2 F2 D2 F2 U F2 U2 R2 B L' F D F' D R' F' D U' F';2022-11-04 14:44:27;2.17
139;1.86;;L2 F R2 F D2 U2 F' R2 B' U2 F2 U' L F L D2 L' D2 F;2022-11-04 14:44:31;1.86
140;1.86;;U L' U B2 R L2 F R B2 L B2 R U2 R2 D2 L F2 L D' L';2022-11-04 14:44:34;1.86
141;2.76;;U2 L F' B2 L' U2 L' U2 F2 L2 R' D2 B2 F2 U' B F2 R' D2 F2 D';2022-11-04 14:44:59;2.76
142;1.86;;D2 B2 U2 F' U2 R2 B2 L2 B L2 B' U R F2 R' B2 R' B2 U L;2022-11-04 14:45:03;1.86
143;2.28;;R F' D2 B2 F' D2 R2 D2 U2 B R2 U2 F' D B' L R2 D' L' R' F;2022-11-04 14:45:06;2.28
144;1.88;;U L' U2 R2 U2 L2 B2 U B2 R2 U2 B2 R2 U F D R U2 B' F' L2;2022-11-04 14:45:09;1.88
145;2.04;;L R2 U2 F2 L2 U2 B2 L U2 R' U2 F2 U' R F U' B2 F R B R;2022-11-04 14:45:12;2.04
146;1.89;;R B2 R U2 L2 U2 F2 R' F2 L' D2 B' L2 D' F' R' U' R' F' D;2022-11-04 14:45:15;1.89
147;1.92;;U2 R' D2 L B2 L2 D2 U2 L D2 F R2 U B' D B' R' F' D';2022-11-04 14:45:18;1.92
148;2.12;;F D2 U B L2 R2 U2 B D2 B U2 L' D' F' D2 R F2 R';2022-11-04 14:45:23;2.12
149;1.92;;F R2 F2 U F2 R2 U B2 R2 F2 D' F2 R F' U' F L' B F U;2022-11-04 14:45:26;1.92
150;2.50;;U2 F' D2 F2 R2 D F2 L2 B2 F2 D U L' D B' U2 R2 D L U2;2022-11-04 14:45:29;2.50
151;2.21;;B L' U F' U2 F L B R' B2 D2 B2 L' U2 R2 D2 F2 R2 B2 F;2022-11-04 14:45:32;2.21
152;2.02;;U2 B' D' B' U D L' D' B' R2 F' L2 F L2 D2 F2 U2 B' D2 F2 D;2022-11-04 14:45:36;2.02
153;1.92;;D' B' R2 L F U F D2 R' D2 R F2 U2 R' U2 D2 R2 F' R';2022-11-04 14:45:39;1.92
154;1.99;;R2 U' D' B R L' B L D R2 D' B2 D' F2 R2 D L2 F2 R2 D F';2022-11-04 14:45:42;1.99
155;2.05;;U2 R2 U2 R2 U2 B2 U2 B D2 R2 F R B L2 U F R' D' L D' B';2022-11-04 14:45:45;2.05
156;3.24;;R B2 R2 B2 R2 U2 F R2 B' U2 R2 F' R2 L' U' B' F' D L' R2 B2;2022-11-04 14:45:48;3.24
157;2.18;;F2 L2 U' L2 D2 F2 D2 B2 U F2 U L' U B' D2 F' L D2 R B' U2;2022-11-04 14:46:06;2.18
158;1.89;;D2 L2 U2 F' U2 F' L2 R2 F' R2 D2 B U F' D2 B2 L' F2 U2 R' D;2022-11-04 14:46:10;1.89
159;1.83;;L' D2 R U' B L' F' L U2 R2 F2 B' R2 U2 B' U2 L2 F' U2 F';2022-11-04 14:46:12;1.83
160;2.02;;D' R2 F2 D' R2 D2 F2 L2 F2 U' R' D B2 D2 B' F' U R B L;2022-11-04 14:46:23;2.02
161;2.08;;B' U' B R L' U L' U2 L U2 B L2 U2 B U2 F R2 L2 F U2 F';2022-11-04 14:46:26;2.08
162;2.72;;D B R' U2 B2 D R F' U2 B2 U R2 L2 D' R2 U' F2 R2 D B;2022-11-04 14:46:29;2.72
163;2.08;;R2 B R2 F' R2 D2 R2 B D2 B2 U2 L' D R' D R2 U' B' R2 F;2022-11-04 14:46:33;2.08
164;1.99;;L F' D2 F2 D2 B2 R U2 R2 B2 L2 R B L R' D B2 D2 U;2022-11-04 14:46:36;1.99
165;2.37;;L2 D2 R F' B2 U L' B U' R2 F2 L2 U R2 U B2 U' R2 U2 L2;2022-11-04 14:46:39;2.37
166;1.96;;F2 L' F2 D2 U2 R' B2 L' B2 F2 R2 B' D R' F U' F' L2 F' U' L;2022-11-04 14:46:42;1.96
167;2.31;;B' L D L2 D R2 D' U B2 L2 R2 F' R' D2 B U L U2 L;2022-11-04 14:46:45;2.31
168;3.20;;F2 B R F' D B R' U L' F2 D2 L2 B' D2 B' L2 B L2 D2 F2 D2;2022-11-04 14:46:48;3.20
169;2.47;;R2 U2 B2 D' F2 L2 D2 F2 D' L2 B2 U2 F' L B2 F' U' B F' L D;2022-11-04 14:49:10;2.47
170;1.88;;B R U2 R2 D2 R' F2 D2 R' B2 F2 R' D' B' U2 R D' F L2 B2 U;2022-11-04 14:49:13;1.88
171;2.72;;R U2 L2 D2 L2 F' L D F' L2 B' D2 L2 F' R2 B D2 B' U2 F2;2022-11-04 14:49:18;2.72
172;1.80;;B2 L' B' D2 L2 F U2 F' R2 F2 U2 B' F' R' B' D' U' F' D2 B' U;2022-11-04 14:49:22;1.80
173;2.15;;U2 B2 U' B2 D R2 U' B2 L2 F' L2 U R D R2 F2 L' R2 B';2022-11-04 14:49:25;2.15
174;2.01;;L' U2 B2 R B2 L R2 D2 L2 D2 F' D' B' L2 R' F U' L2 F';2022-11-04 14:49:28;2.01
175;2.15;;B D' L F' L D' R F R2 F' U2 R2 F L2 U2 L2 B2 U2 B' L;2022-11-04 14:49:31;2.15
176;2.08;;B2 D L F' R B' D' L' B2 R' B2 L2 F2 L F2 U2 F2 R2 U' B;2022-11-04 14:49:34;2.08
177;2.11;;B2 U' B2 D2 B2 L2 R2 D U L2 B' U F L' F L2 D F2 R F';2022-11-04 14:49:37;2.11
178;1.98;;L D2 F2 L U2 B2 R' F2 L B2 L' U' F R2 B L2 D2 R' B L;2022-11-04 14:49:40;1.98
179;2.31;;R2 D F D2 B' U2 L2 B2 D2 F D2 F' U2 D' R U2 R2 U' F' L' U2;2022-11-04 14:49:43;2.31
180;2.11;;L' F' B R B' U' L B2 R' U' B2 D' R2 B2 D2 R2 F2 U L2 D;2022-11-04 14:49:47;2.11
181;2.66;;B2 L' F L2 R2 F2 L2 U' R2 U' L2 D' U2 B2 R' U F D2 B' D';2022-11-04 14:49:50;2.66
182;1.99;;F2 R2 B2 R2 D2 B' R2 F' R2 D2 U2 B' D L' D2 R' F' R2 U2 F2 R;2022-11-04 14:49:53;1.99
183;2.11;;L2 R2 B2 D U F2 L2 D' R2 U B2 F L' U2 R U' B U B2;2022-11-04 14:49:56;2.11
184;2.37;;B2 R' U2 B' D2 R D2 F U' R' D' R2 D L2 F2 L2 D' R2 F2 D;2022-11-04 14:49:59;2.37
185;2.60;;D2 F2 D2 U2 L F2 R D2 L F2 R D' B' U' F2 R' F R' U2 L D2;2022-11-04 14:50:03;2.60
186;2.05;;U F2 R2 B2 R' D2 R D2 F2 D2 B2 U2 B' R' U' R' F U' L' B';2022-11-04 14:50:06;2.05
187;2.37;;F2 D2 R2 D' R2 B2 U2 R2 F2 B' D2 R' U L2 D' B' R2 D2 F;2022-11-04 14:50:16;2.37
188;2.27;;L B' U2 B' R D2 B' L U' D2 L2 F' R2 F B2 R2 D2 B2 R2 U2 F;2022-11-04 14:50:19;2.27
189;1.98;;L' U2 R' U2 L2 F2 R' B2 U2 F2 D' L2 R2 B' U R' B U L U';2022-11-04 14:50:22;1.98
190;2.31;;R2 F L F' U D2 L F' D' F' L2 U2 L2 B' R2 F R2 F L2 D2;2022-11-04 14:50:28;2.31
191;2.31;;L' B D L F U F' B2 R' B' U2 R2 F2 R2 U F2 L2 D2 F2 D L2;2022-11-04 14:50:31;2.31
192;1.98;;B2 L2 U' B2 R2 F2 U R2 U' B2 D' L2 F' D L B' D2 U2 B L R2;2022-11-04 14:50:38;1.98
193;2.76;;B' U' L' F2 D B2 U' F2 L2 U F2 L2 F2 B' D L F U2 R D;2022-11-04 14:50:41;2.76
194;2.08;;B F2 D2 B2 F D2 U2 R2 F' L F2 D' B' F R U L' R2 B';2022-11-04 14:50:45;2.08
195;2.56;;R U R2 F B R' L' B L F2 D L2 F2 U L2 D2 B2 D R2 B2;2022-11-04 14:50:48;2.56
196;2.20;;F' B R' B2 D' F' L' U' B R' D2 R2 U2 B2 R L2 F2 L2 U2 F2 U2;2022-11-04 14:50:52;2.20
197;1.95;;B2 R' D2 L D2 R D2 L2 F2 R F2 R' D' B2 F' U2 L' B U;2022-11-04 14:50:55;1.95
198;1.99;;D2 R2 L B L2 U' L B' U R2 F2 U' B2 L2 B2 D' L2 U F2 D;2022-11-04 14:50:58;1.99
199;1.96;;B2 L F2 D' F2 D' R2 B2 D2 L2 D' F2 D2 R U' L U' B' D2 U';2022-11-04 14:51:01;1.96
200;2.23;;U F' R2 D B' L U' R2 B R' F2 U2 L2 U2 B2 R F2 L2 U2 D2;2022-11-04 14:51:04;2.23
201;2.18;;D' B2 R2 F2 U F2 U' B2 D R F' R B U' R2 F2 L' U2 F2;2022-11-04 14:51:09;2.18
